id,scrape_id,source,description,picture_url,host_url,host_since,host_about,host_response_rate,host_is_superhost,host_picture_url,host_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,property_type,accommodates,bathrooms_text,beds,price,maximum_nights,maximum_minimum_nights,maximum_maximum_nights,maximum_nights_avg_ntm,has_availability,availability_60,availability_365,number_of_reviews,number_of_reviews_l30d,number_of_reviews_ly,estimated_revenue_l365d,last_review,review_scores_accuracy,review_scores_checkin,review_scores_location,license,calculated_host_listings_count,calculated_host_listings_count_private_rooms,reviews_per_month
13083497.0,20250600000000.0,city scrape,"Immaculate two level 3000 Sq. Ft. Bright & Sunny Cape Cod with 4 large bedrooms, Den, 2 full baths, living, dining & kitchen. Central Air & Heat. The house is situated in upscale Pine hills neighborhood on a quite dead end street with a Creek flowing through the back of the property. Peaceful & Serene View from Deck. Convenient location. Parking, Streaming Channels & WiFi included.  Relax on the deck overlooking creek with nature sounds. Short drive  to Ski Resorts.",https://a0.muscache.com/pictures/a430d734-d978-4b2e-bcc9-876618efc4ac.jpg,https://www.airbnb.com/users/show/1364123,2011-11-02,"Nature loving person with a major focus on health, cleanliness and education. I am from India,  but lived in NY since 2001. I have a passion for sports and love traveling and exploring new parts of the US. I enjoy long walks, jogging, hiking, yoga and meditation. My goal for Airbnb guests is to offer the very best stay experience via ""Immaculately Clean - Home Away From Home""  at a reasonable price.",100%,f,https://a0.muscache.com/im/pictures/user/32770a54-86fc-4904-9d34-74fc47588167.jpg?aki_policy=profile_x_medium,1,"['email', 'phone']",t,FIFTEENTH WARD,42.66972,Entire home,8,2 baths,4.0,$219.00,1125,2,1125,1125.0,t,23,306,189,1,15,15768.0,10/05/2025,4.8,4.89,4.8,,1,0,1.74
14989805.0,20250600000000.0,city scrape,"My place is close to University of Albany, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture. You’ll love my place because of the location, the ambiance, the outdoors space, fully renovated, newly furnished, nice yard, awesome double rear deck,  open floor plan and central air.   My place is good for couples, solo adventurers, business travelers, families (with kids), big groups, and furry friends ($50 pet fee w/ booties included).",https://a0.muscache.com/pictures/408eb58e-caa7-4021-9a9e-dfa49e849052.jpg,https://www.airbnb.com/users/show/4259750,2012-11-27,"I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",100%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,"['email', 'phone']",t,FIFTEENTH WARD,42.673512,Entire home,7,2 baths,2.0,$260.00,730,1,730,730.0,t,10,315,113,0,26,31200.0,06/04/2025,4.96,4.98,4.85,,8,0,1.08
15580397.0,20250600000000.0,city scrape,"Private bedroom, shared living room, and shared bathroom on the 2nd floor in my personal home with 2-3 guests.   3 fans in each bedroom. Mini fridge, microwave, coffee maker, and toaster in the room.  No ac and no kitchen use. Self-check-in Owner-occupied house. On bus lines. You’ll love my place because of its uniqueness, location, and vintage finds.  Direct bus line to Greyhound, Amtrak, Mall, Empire State Plaza, , and Suny Albany.  Free street parking only.",https://a0.muscache.com/pictures/hosting/Hosting-15580397/original/a4ce141f-5a16-4ccc-9bc4-83cb26fe4cba.jpeg,https://www.airbnb.com/users/show/89705052,2016-08-13,"We are fully vaccinated for Covid-19 with boosters. (Mother and daughter) Please note: Bad reviews are from guests breaking my house rules, not reading the listing description about my room spaces and amenities offered. Also, from racists, haters and misogynistic guests.
We are well traveled African American women and we take pride in our culture and ancestors. It is important to be our authentic selves, without being washed.  My home has ethnic food smells, flags, sarcastic signs, Black art, social justice signs and visiable security cameras. Yes! 5 out of eight letters of my name spell SHARE :) I was a home school/unschooled parent. (Florida and Nevada) My daughter graduated from University At Albany with honors. Class of 2020... and recently graduated with a master's degree.  Class of 2021. She is currently a PhD student at Stony Brook University.  We are hosts and guests of Airbnb. I am originally from Chicago and The Bronx. I am a non smoker and non drinker. We traveled to many states on a budget, including Alaska and Hawaii. We also traveled to: Canada, Mexico, Caribbean and Europe.  We loved Victoria, BC, Montreal, QC, Dublin, Ireland, Paris, France and Brussels, Belgium the most.  I love older homes with character and history. I am a proud owner of a ""Turn Of A Century""  Classic American Foursquare. unique home. (1900)  Captain Arthur William Brandt was one of the previous owners. I had bought my house. in 1999.  We are passionate about social justice issues. We lived in Miami, Orlando/Winter Park, Las Vegas, Montreal and Dominican Republic. I enjoy watching home improvement shows and documentaries. I love to shop at thrift stores for rare, cultured and vintage finds. We love the beauty and peacefulness of nature. We love musicals and ballets. If your last name is (military) Brandt, (pharmacy) Schneible or (nursing)Wagenbaugh, (previous owners) I will offer you 25% off your daily rate. (Not by marriage) Check your Ancestry, Myheritage and 23andme accounts, we maybe related. ;)  I am 9% England/Wales, 3% South Asian  1% Irish, 3% Norway,  1% Native American, 1% Iberian Peninsula and you can guess the rest...lol...(African)  Maternal Melungeon ancestry.  We share paternal DNA with Ramesses lll...Egyptian royalty and my maternal 2nd great grandfather is Little Wyatt Tate and my maternal 4th great grandfather is Judge/senator Charles Tait of Georgia and Alabama... My daughter is 27% European. Caribbean roots . (Jamaica) (DNA)  *Take the test.",100%,f,https://a0.muscache.com/im/pictures/user/User/original/4b6d72d6-2040-4bef-a1ea-43c65dfcbfef.jpeg?aki_policy=profile_x_medium,2,"['email', 'phone']",t,NINTH WARD,42.65651,Private room in home,2,1 shared bath,1.0,$52.00,29,7,1125,1125.0,t,60,115,48,0,8,2496.0,27/02/2025,4.83,4.88,4.81,,2,2,0.49
16531782.0,20250600000000.0,city scrape,Old style comfort.  Large high ceiling studio w kitchen facilities and private walk in shower    Queen size bed.  Lots of windows.  Ceiling fan. Window a/c.   Old world ambience with large mirrors and wallpaper.  Street level.  No stairs.  Parking at the door in driveway.  Porch w rocking chairs. Lots of garden. Park  called Greenway across the street.  Walk to post office hospital lots of eateries Starbucks.  15minute bus service from new Scotland ave to downtown.  Wi-Fi 5 G. Lockbox entry.,https://a0.muscache.com/pictures/hosting/Hosting-16531782/original/8c5040d4-591a-4741-a9fe-79d2725a855c.jpeg,https://www.airbnb.com/users/show/5691268,2013-03-30,I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,95%,t,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,2,"['email', 'phone']",f,FOURTEENTH WARD,42.66075,Private room in guest suite,2,1 private bath,1.0,$60.00,1125,1,1125,1125.0,t,37,316,489,5,139,15300.0,25/05/2025,4.85,4.86,4.91,,2,2,7.98
17238066.0,20250600000000.0,city scrape,"IF YOUR PRIORITY IS GOOD NEIGHBORHOOD AND FANCY CLEAN HOUSE”DO NOT PRFER US”<br />IF YOUR PRIORITY IS “””SAFETY PLACE,GREEN LIFE AND ORGANIC NUTRITION””” YOU PREFER US<br />Important notice<br />We updated our cleaning protocol duo to COVID-19 pandemic.<br /><br />This room is not 5 stars hotel room.<br /> Before booking,read carefully about room description.<br />Breakfast free,Wi Fi high speed internet<br />We don't use chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides .",https://a0.muscache.com/pictures/4c939df7-1935-4423-89c8-b32f10ec48ed.jpg,https://www.airbnb.com/users/show/61700428,2016-03-05,"Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",,f,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,2,"['email', 'phone']",t,FIFTH WARD,42.67614,Private room in home,1,1.5 shared baths,1.0,$53.00,112,15,112,112.0,t,60,365,132,0,2,1590.0,01/08/2024,4.91,4.96,4.67,,2,2,1.33
18341426.0,20250600000000.0,city scrape,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. <br /><br /> It features  a driveway with covered parking, a nice outdoor area with seating, lounging and a weber 3 burner propane grill.   The home has central air and a 5 person Clearlight Premier IS-5 infrared cedar sauna by Jacuzzi. <br /><br />My place is close to University of Albany, tennis, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture.",https://a0.muscache.com/pictures/95aa6d3d-5611-4c75-989e-774206f18c57.jpg,https://www.airbnb.com/users/show/4259750,2012-11-27,"I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",100%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,"['email', 'phone']",t,FIFTEENTH WARD,42.67637,Entire home,6,1 bath,3.0,$376.00,1125,3,1125,1125.0,t,60,365,58,0,1,2256.0,13/08/2024,4.93,4.98,4.97,,8,0,0.66
19527043.0,20250600000000.0,city scrape,"Urban Oasis!  2nd Floor master bedroom in residential home.  Queen sized bed. Private bath. Mini-refrigerator, microwave and sitting area in room. Shared entrance but access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown",https://a0.muscache.com/pictures/2861bf31-7118-4e73-8b01-7322844191c3.jpg,https://www.airbnb.com/users/show/15223767,2014-05-07,,90%,t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,3,"['email', 'phone', 'work_email']",f,NINTH WARD,42.65312,Private room in home,2,1 private bath,1.0,$70.00,1125,2,1125,1125.0,t,45,254,82,0,11,4620.0,17/09/2024,4.96,4.98,4.95,,3,3,1.01
19822913.0,20250600000000.0,city scrape,Relax with the whole family at this peaceful place to stay.Very comfortable cozy and cool also Pet friendly.,https://a0.muscache.com/pictures/miso/Hosting-19822913/original/f7b2a16a-bd92-4941-8e6a-fc3c84177667.jpeg,https://www.airbnb.com/users/show/140060931,2017-07-12,,100%,f,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,1,['phone'],f,FOURTH WARD,42.6688429,Entire home,5,1.5 baths,3.0,$214.00,29,1,29,29.0,t,59,88,0,0,0,0.0,,,,,,1,0,
20519885.0,20250600000000.0,city scrape,"Our spacious 2048 sq. ft. 5 bedroom. 2 bath, house is the perfect place for serious minded groups. <br /><br />We welcome business travelers and family travelers looking for a quiet, sanitized gorgeous home for extended stays in the city. Our reviews emphasize that we offer the comfortable accommodations to meet all of your needed expectations.<br />Welcome to Albany",https://a0.muscache.com/pictures/efcc69ea-7277-4b8d-bebc-3b0f2500e1c2.jpg,https://www.airbnb.com/users/show/67171774,2016-04-14,"Michael and I are foodies. We love cooking and sharing what we cook with our family and friends. 
We love dancing and music, but most importantly we love a peaceful home.
In my travels, especially business travel, I appreciated most my accommodations where it was clean, where I can feel as though I am home and the host took careful care to my need for peace and privacy. 
In our properties we love to give people the space to feel their privacy is considered, and enough interaction to make them feel as though they are home. We are Inn owners, therefore hosting is something we enjoy. 
Between Michael and I we have 5 sons. From ages 18 thru 33. All with the spirit of service.",100%,t,https://a0.muscache.com/im/pictures/user/30c41259-7716-4a81-9764-b31e8c03738e.jpg?aki_policy=profile_x_medium,1,"['email', 'phone']",t,FOURTEENTH WARD,42.65846,Entire home,9,2 baths,6.0,$290.00,730,4,730,730.0,t,33,331,115,4,16,41760.0,03/06/2025,4.96,4.98,4.89,,1,0,1.25
20620135.0,20250600000000.0,city scrape,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. It features a driveway with covered parking, a nice outdoor area and central air. My place is close to University of Albany, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture. Parties and events are not allowed.",https://a0.muscache.com/pictures/hosting/Hosting-20620135/original/37da42ee-8c0e-4720-ac0c-5e9a17a5c65e.jpeg,https://www.airbnb.com/users/show/4259750,2012-11-27,"I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, biohacking and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",100%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,8,"['email', 'phone']",t,FIFTEENTH WARD,42.675,Entire home,6,1 bath,3.0,$196.00,1125,2,1125,1125.0,t,49,354,77,0,8,25872.0,06/05/2025,4.94,4.94,4.84,,8,0,0.83
20633175.0,20250600000000.0,city scrape,"Our recently remodeled one-bedroom apartment boasts a park view, easy parking and is close to downtown Albany. We have an easy walk to groceries, Government Buildings, Albany Law School, College of Pharmacy, VA and Albany Medical Center Hospitals, and Lark Street restaurants and nightlife. The living area features a queen size futon and views of the sunset most evenings, and the bedroom features a luxurious queen-sized memory foam bed and access to our quiet garden where the sun rises.",https://a0.muscache.com/pictures/63864f6a-3bcc-4c13-8fe0-e7ea9f02b01d.jpg,https://www.airbnb.com/users/show/65414985,2016-04-01,"I am an architect, often traveling with my family. I enjoy the outdoors, cooking, and exploring new places.",100%,t,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_x_medium,2,"['email', 'phone', 'work_email']",t,SEVENTH WARD,42.64939,Entire rental unit,4,1 bath,2.0,$116.00,1125,2,1125,1125.0,t,36,341,131,0,1,0.0,12/05/2024,4.93,4.98,4.89,,2,0,1.49
20671966.0,20250600000000.0,city scrape,"This full apartment is located on the 3rd floor in this beautiful Victorian. All the comforts of home. Nothing shared,has a full bathtub,full kitchen,one bedroom with a queen bed. Living room and an office,located next to Albany Medical Center and close to law schools and universities.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MjA2NzE5NjY%3D/original/c836c55d-e702-4e25-8177-166eee63cd1b.jpeg,https://www.airbnb.com/users/show/98744672,2016-10-08,"My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",100%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,8,"['email', 'phone', 'work_email']",t,NINTH WARD,42.65532,Entire home,2,1 bath,1.0,$68.00,365,2,1125,1125.0,t,0,266,48,1,6,2856.0,19/05/2025,4.92,4.94,4.92,,8,6,0.51
21052414.0,20250600000000.0,city scrape,"Relax in our cozy home on a quiet one-way street. Plenty of free street parking available.<br />With a large dining and living room, fully stocked kitchen, and furnished private room, our home is the perfect affordable stay for working professionals, students, and people in-between housing.<br /><br /><br />Newly furnished and renovated in 2017.<br />Minutes from major universities and hospitals.<br />Entire home is 3 bed 1 bath (you have a private bedroom with door lock).<br />CDTA Bus stop 1 block away.",https://a0.muscache.com/pictures/b19e27d4-4a6e-43a7-add8-4a493d854c69.jpg,https://www.airbnb.com/users/show/135717458,2017-06-18,,100%,t,https://a0.muscache.com/im/pictures/user/d6bee956-7782-4538-a6a1-ec4d4931841e.jpg?aki_policy=profile_x_medium,11,['phone'],t,THIRTEENTH WARD,42.66565,Private room in home,2,1 shared bath,1.0,$36.00,1125,18,1125,1125.0,t,36,341,46,1,3,7776.0,19/05/2025,4.85,4.98,4.65,,3,3,0.54
21392315.0,20250600000000.0,city scrape,"A cozy private apartment. The Blair Suite, named after the original owner of this beautiful 1890's Victorian, is located on the basement floor. It has it's own private entrance on the side of the home. Located in historic Albany, close to everything, hospitals, schools, museums, restaurants and Washington Park.",https://a0.muscache.com/pictures/fd849090-1271-4243-abfb-f07273259981.jpg,https://www.airbnb.com/users/show/98744672,2016-10-08,"My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",100%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,8,"['email', 'phone', 'work_email']",t,NINTH WARD,42.65372,Entire rental unit,2,1 bath,1.0,$60.00,730,2,730,730.0,t,0,260,131,4,17,6480.0,02/06/2025,4.89,4.91,4.88,,8,6,1.42
